disruption_id,segment_id,cause,rainfall_72h_mm,avg_slope_deg,elevation_m,terrain,soil_type,surface_quality,lanes,importance,bridge_count,length_km,susceptibility_class,lsi_score,historic_density_per_km,landslide_volume_m3,runout_distance_m,material,alternate_route_available,month,duration_hours,duration_bucket
DSR-02273,SEG-0052,accident_blockage,73.5,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,0,0,none,True,3,13.0,6_24h
DSR-00137,SEG-0052,landslide,485.5,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,505,27,debris,True,3,1.0,under_6h
DSR-00058,SEG-0041,landslide,379.8,16.2,52,hilly,lateritic,good,2,national,2,45.87,low,0.3125,0.3052,669,35,debris,True,3,1.0,under_6h
DSR-02062,SEG-0055,maintenance,3.2,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,0,0,none,True,3,5.9,under_6h
DSR-00134,SEG-0037,landslide,451.1,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,120,18,earth,True,4,1.0,under_6h
DSR-02104,SEG-0007,flood,324.8,1.6,84,plain,alluvial,fair,4,national,2,116.18,low,0.2537,0.0,0,0,none,True,4,154.8,over_3days
DSR-01691,SEG-0032,protest_blockade,179.1,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,0,0,none,True,4,45.8,1_3days
DSR-00100,SEG-0028,landslide,350.9,34.8,1023,mountain,weathered_rock,good,2,national,7,46.71,high,0.5668,0.8349,3144,34,rock,True,4,8.5,6_24h
DSR-00101,SEG-0019,landslide,554.2,14.6,337,hilly,lateritic,good,2,national,0,41.98,moderate,0.4436,0.8814,21042,151,rock,True,4,38.1,1_3days
DSR-02145,SEG-0050,accident_blockage,11.1,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,0,0,none,True,4,15.9,6_24h
DSR-00055,SEG-0068,landslide,434.9,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,963,21,debris,True,4,2.2,under_6h
DSR-02137,SEG-0050,flood,359.1,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,0,0,none,True,4,28.1,1_3days
DSR-02290,SEG-0046,accident_blockage,175.1,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,0,0,none,True,4,3.6,under_6h
DSR-00093,SEG-0021,landslide,192.3,30.0,794,mountain,weathered_rock,fair,2,national,4,46.0,high,0.5592,0.7826,571,20,earth,True,4,1.0,under_6h
DSR-00089,SEG-0060,landslide,495.0,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,12079,70,debris,True,5,38.7,1_3days
DSR-00024,SEG-0015,landslide,744.4,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,2667,69,rock,True,5,7.2,6_24h
DSR-01664,SEG-0055,accident_blockage,193.6,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,0,0,none,True,5,8.7,6_24h
DSR-00043,SEG-0014,landslide,536.0,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,2558,68,debris,True,5,3.6,under_6h
DSR-00115,SEG-0065,landslide,557.3,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,461,25,rock,True,5,3.9,under_6h
DSR-00072,SEG-0028,landslide,77.1,34.8,1023,mountain,weathered_rock,good,2,national,7,46.71,high,0.5668,0.8349,35521,177,debris,True,5,134.8,over_3days
DSR-00147,SEG-0059,landslide,323.6,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,137,19,earth,True,5,1.0,under_6h
DSR-01749,SEG-0039,protest_blockade,28.0,21.4,36,hilly,lateritic,fair,2,national,7,41.19,moderate,0.4111,0.4613,0,0,none,True,5,6.9,6_24h
DSR-00077,SEG-0038,landslide,256.9,1.8,16,plain,alluvial,good,2,national,3,66.77,very_low,0.2089,0.03,4419,35,debris,True,5,5.0,under_6h
DSR-00033,SEG-0014,landslide,356.3,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,50675,92,rock,True,5,103.2,over_3days
DSR-00086,SEG-0069,landslide,170.9,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,655,36,earth,True,5,1.9,under_6h
DSR-01703,SEG-0009,accident_blockage,155.3,2.4,93,plain,alluvial,good,4,national,0,50.33,low,0.2614,0.0397,0,0,none,True,5,9.8,6_24h
DSR-02125,SEG-0006,flood,485.8,1.5,69,plain,alluvial,fair,4,national,0,33.98,low,0.268,0.0294,0,0,none,True,5,112.9,over_3days
DSR-01736,SEG-0054,bridge_damage,56.1,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,0,0,none,True,5,843.5,over_3days
DSR-02189,SEG-0030,bridge_damage,333.8,33.9,642,mountain,weathered_rock,good,2,national,5,34.62,moderate,0.5294,0.751,0,0,none,True,5,122.7,over_3days
DSR-01730,SEG-0002,flood,558.4,4.4,53,plain,alluvial,good,4,national,3,47.71,low,0.2701,0.021,0,0,none,True,5,125.7,over_3days
DSR-01670,SEG-0003,road_subsidence,192.9,2.1,54,plain,alluvial,fair,4,national,1,45.56,low,0.2534,0.0,0,0,none,True,5,263.9,over_3days
DSR-00128,SEG-0063,landslide,249.6,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,4052,38,earth,True,5,2.2,under_6h
DSR-00070,SEG-0014,landslide,881.9,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,2518,68,debris,True,5,4.4,under_6h
DSR-00044,SEG-0020,landslide,63.7,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,204,15,earth,True,5,1.0,under_6h
DSR-01743,SEG-0056,fallen_tree,48.9,13.0,259,hilly,lateritic,fair,2,national,2,94.3,low,0.3544,0.1273,0,0,none,True,5,21.0,6_24h
DSR-00091,SEG-0068,landslide,470.4,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,8753,58,rock,True,6,145.3,over_3days
DSR-00062,SEG-0013,landslide,886.7,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,1855,39,debris,True,6,3.8,under_6h
DSR-02269,SEG-0067,protest_blockade,39.5,17.3,231,hilly,lateritic,fair,1,state,2,38.22,moderate,0.4483,0.5233,0,0,none,True,6,50.4,1_3days
DSR-00059,SEG-0058,landslide,85.8,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,2470,25,debris,True,6,8.5,6_24h
DSR-00118,SEG-0065,landslide,131.8,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,7365,57,debris,True,6,54.2,1_3days
DSR-00152,SEG-0025,landslide,380.2,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,1827,24,debris,True,6,3.4,under_6h
DSR-00045,SEG-0037,landslide,184.8,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,3898,56,rock,True,6,33.6,1_3days
DSR-00113,SEG-0052,landslide,220.7,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,1033,46,debris,True,6,9.1,6_24h
DSR-00107,SEG-0034,landslide,173.4,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,2716,39,rock,True,6,8.9,6_24h
DSR-01731,SEG-0050,bridge_damage,68.6,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,0,0,none,True,6,648.3,over_3days
DSR-01787,SEG-0043,accident_blockage,26.1,20.5,34,hilly,lateritic,poor,2,national,1,17.57,moderate,0.4617,0.9676,0,0,none,True,6,22.0,6_24h
DSR-00161,SEG-0061,landslide,112.9,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,174,19,earth,True,6,1.0,under_6h
DSR-00012,SEG-0015,landslide,854.2,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,5638,42,debris,True,6,4.2,under_6h
DSR-00119,SEG-0062,landslide,323.1,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,2282,51,debris,True,6,6.3,6_24h
DSR-00140,SEG-0032,landslide,555.5,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,1125,21,earth,True,6,3.3,under_6h
DSR-00022,SEG-0069,landslide,173.7,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,1317,52,rock,True,6,23.2,6_24h
DSR-01867,SEG-0042,bridge_damage,288.1,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,0,0,none,True,6,490.0,over_3days
DSR-01884,SEG-0068,protest_blockade,63.7,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,0,0,none,True,6,53.7,1_3days
DSR-02001,SEG-0067,flood,390.0,17.3,231,hilly,lateritic,fair,1,state,2,38.22,moderate,0.4483,0.5233,0,0,none,True,6,226.4,over_3days
DSR-00009,SEG-0053,landslide,609.1,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,269,8,rock,True,6,3.7,under_6h
DSR-00073,SEG-0063,landslide,29.6,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,2050,32,debris,True,6,6.4,6_24h
DSR-00074,SEG-0015,landslide,193.2,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,15102,68,debris,True,6,25.9,1_3days
DSR-00136,SEG-0070,landslide,420.2,17.5,123,hilly,lateritic,good,2,state,2,93.38,low,0.3544,0.1606,1483,53,rock,True,6,18.0,6_24h
DSR-00007,SEG-0022,landslide,593.5,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,359,17,earth,True,6,1.0,under_6h
DSR-01879,SEG-0045,fallen_tree,185.0,1.7,23,plain,alluvial,good,2,national,0,23.28,low,0.2326,0.043,0,0,none,True,6,11.1,6_24h
DSR-02099,SEG-0035,flood,255.5,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,0,0,none,True,6,212.8,over_3days
DSR-01724,SEG-0070,flood,315.1,17.5,123,hilly,lateritic,good,2,state,2,93.38,low,0.3544,0.1606,0,0,none,True,6,194.7,over_3days
DSR-01806,SEG-0054,flood,381.2,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,0,0,none,True,7,54.7,1_3days
DSR-01780,SEG-0033,fallen_tree,59.9,14.5,337,hilly,lateritic,good,2,national,1,68.93,low,0.3399,0.1596,0,0,none,True,7,3.6,under_6h
DSR-01805,SEG-0042,flood,457.6,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,0,0,none,True,7,224.9,over_3days
DSR-00144,SEG-0067,landslide,417.3,17.3,231,hilly,lateritic,fair,1,state,2,38.22,moderate,0.4483,0.5233,351,28,earth,True,7,1.3,under_6h
DSR-00117,SEG-0015,landslide,796.3,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,9165,105,debris,True,7,14.0,6_24h
DSR-00038,SEG-0026,landslide,563.3,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,829,22,debris,True,7,3.8,under_6h
DSR-02175,SEG-0045,flood,547.0,1.7,23,plain,alluvial,good,2,national,0,23.28,low,0.2326,0.043,0,0,none,True,7,64.7,1_3days
DSR-00061,SEG-0049,landslide,87.6,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,118,6,debris,True,7,1.0,under_6h
DSR-00017,SEG-0031,landslide,303.1,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,962,29,rock,True,7,7.1,6_24h
DSR-00011,SEG-0013,landslide,342.8,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,1719,19,debris,True,7,2.1,under_6h
DSR-02256,SEG-0046,protest_blockade,183.6,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,0,0,none,True,7,1.7,under_6h
DSR-00054,SEG-0048,landslide,555.5,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,4869,77,debris,True,7,13.9,6_24h
DSR-00138,SEG-0065,landslide,338.6,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,650,35,earth,True,7,2.8,under_6h
DSR-00069,SEG-0013,landslide,450.9,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,3637,73,rock,True,7,22.9,6_24h
DSR-01788,SEG-0067,accident_blockage,65.5,17.3,231,hilly,lateritic,fair,1,state,2,38.22,moderate,0.4483,0.5233,0,0,none,True,7,8.0,6_24h
DSR-01841,SEG-0037,flood,584.0,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,0,0,none,True,7,390.3,over_3days
DSR-00126,SEG-0012,landslide,339.5,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,1551,32,rock,True,7,7.7,6_24h
DSR-00014,SEG-0034,landslide,299.3,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,1059,23,rock,True,7,8.6,6_24h
DSR-01719,SEG-0053,fallen_tree,61.9,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,0,0,none,True,7,56.4,1_3days
DSR-00104,SEG-0061,landslide,365.5,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,1719,22,rock,True,7,5.2,under_6h
DSR-01868,SEG-0034,flood,239.2,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,0,0,none,True,7,68.1,1_3days
DSR-01792,SEG-0038,flood,512.6,1.8,16,plain,alluvial,good,2,national,3,66.77,very_low,0.2089,0.03,0,0,none,True,7,232.3,over_3days
DSR-00099,SEG-0052,landslide,377.2,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,6961,67,rock,True,7,125.4,over_3days
DSR-01668,SEG-0043,bridge_damage,255.7,20.5,34,hilly,lateritic,poor,2,national,1,17.57,moderate,0.4617,0.9676,0,0,none,True,7,375.3,over_3days
DSR-00034,SEG-0035,landslide,335.3,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,1067,42,rock,True,7,5.9,under_6h
DSR-00162,SEG-0014,landslide,700.0,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,1215,47,debris,True,7,1.3,under_6h
DSR-02262,SEG-0063,flood,264.0,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,0,0,none,True,7,240.3,over_3days
DSR-00002,SEG-0064,landslide,118.2,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,3208,51,earth,True,7,8.8,6_24h
DSR-02283,SEG-0053,road_subsidence,196.2,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,0,0,none,True,7,14.8,6_24h
DSR-00053,SEG-0069,landslide,71.6,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,15148,48,earth,True,7,117.3,over_3days
DSR-00006,SEG-0035,landslide,368.8,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,12706,67,debris,True,7,19.2,6_24h
DSR-00068,SEG-0022,landslide,442.6,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,4846,69,rock,True,8,18.4,6_24h
DSR-00135,SEG-0030,landslide,347.0,33.9,642,mountain,weathered_rock,good,2,national,5,34.62,moderate,0.5294,0.751,3262,73,rock,True,8,13.3,6_24h
DSR-00133,SEG-0070,landslide,558.0,17.5,123,hilly,lateritic,good,2,state,2,93.38,low,0.3544,0.1606,3809,54,rock,True,8,11.4,6_24h
DSR-01673,SEG-0009,flood,423.2,2.4,93,plain,alluvial,good,4,national,0,50.33,low,0.2614,0.0397,0,0,none,True,8,178.4,over_3days
DSR-00142,SEG-0036,landslide,265.5,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,660,29,earth,True,8,1.0,under_6h
DSR-00097,SEG-0013,landslide,314.6,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,1997,48,rock,True,8,11.9,6_24h
DSR-01864,SEG-0003,road_subsidence,137.4,2.1,54,plain,alluvial,fair,4,national,1,45.56,low,0.2534,0.0,0,0,none,True,8,186.5,over_3days
DSR-01634,SEG-0008,fallen_tree,73.5,5.3,90,plain,alluvial,fair,4,national,0,36.12,low,0.3133,0.0277,0,0,none,True,8,2.2,under_6h
DSR-01729,SEG-0010,flood,483.9,4.2,102,plain,alluvial,fair,4,national,1,60.63,low,0.3066,0.0165,0,0,none,True,8,248.7,over_3days
DSR-01715,SEG-0051,fallen_tree,53.0,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,0,0,none,True,8,20.0,6_24h
DSR-01770,SEG-0048,accident_blockage,15.5,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,0,0,none,True,8,4.1,under_6h
DSR-00085,SEG-0061,landslide,214.1,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,77797,242,rock,True,8,608.4,over_3days
DSR-00064,SEG-0013,landslide,806.5,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,3614,34,rock,True,8,17.0,6_24h
DSR-00042,SEG-0067,landslide,461.1,17.3,231,hilly,lateritic,fair,1,state,2,38.22,moderate,0.4483,0.5233,1663,36,earth,True,8,5.3,under_6h
DSR-00102,SEG-0055,landslide,359.5,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,670,15,rock,True,8,4.1,under_6h
DSR-01734,SEG-0012,flood,361.4,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,0,0,none,True,8,20.6,6_24h
DSR-00031,SEG-0022,landslide,520.0,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,468,18,earth,True,8,1.0,under_6h
DSR-01735,SEG-0046,protest_blockade,70.4,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,0,0,none,True,8,19.5,6_24h
DSR-00121,SEG-0042,landslide,16.4,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,4051,78,rock,True,8,7.1,6_24h
DSR-02026,SEG-0046,protest_blockade,118.5,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,0,0,none,True,8,28.4,1_3days
DSR-00154,SEG-0052,landslide,234.0,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,2647,45,rock,True,9,18.2,6_24h
DSR-01739,SEG-0062,protest_blockade,55.6,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,0,0,none,True,9,20.6,6_24h
DSR-00087,SEG-0014,landslide,266.6,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,245,22,debris,True,9,1.0,under_6h
DSR-01771,SEG-0016,road_subsidence,62.7,3.8,24,plain,alluvial,good,2,national,4,19.48,low,0.2584,0.0513,0,0,none,True,9,67.5,1_3days
DSR-02185,SEG-0038,flood,588.4,1.8,16,plain,alluvial,good,2,national,3,66.77,very_low,0.2089,0.03,0,0,none,True,9,140.0,over_3days
DSR-01960,SEG-0015,flood,439.1,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,0,0,none,True,9,45.3,1_3days
DSR-02074,SEG-0046,flood,681.2,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,0,0,none,True,9,57.9,1_3days
DSR-00122,SEG-0034,landslide,510.2,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,9580,51,rock,True,9,13.9,6_24h
DSR-00095,SEG-0065,landslide,456.6,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,421,12,rock,True,9,2.3,under_6h
DSR-00021,SEG-0068,landslide,477.4,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,1549,20,rock,True,9,10.6,6_24h
DSR-00157,SEG-0019,landslide,440.3,14.6,337,hilly,lateritic,good,2,national,0,41.98,moderate,0.4436,0.8814,200,14,debris,True,9,1.0,under_6h
DSR-02094,SEG-0008,flood,261.6,5.3,90,plain,alluvial,fair,4,national,0,36.12,low,0.3133,0.0277,0,0,none,True,9,132.5,over_3days
DSR-00032,SEG-0052,landslide,555.8,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,54,11,debris,True,9,1.0,under_6h
DSR-00149,SEG-0055,landslide,379.7,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,20684,64,debris,True,9,82.9,over_3days
DSR-00016,SEG-0031,landslide,8.4,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,307,21,rock,True,9,1.9,under_6h
DSR-00082,SEG-0036,landslide,552.9,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,5101,93,debris,True,10,5.1,under_6h
DSR-02140,SEG-0047,protest_blockade,91.2,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,0,0,none,True,10,27.4,1_3days
DSR-02077,SEG-0064,accident_blockage,193.5,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,0,0,none,True,10,1.8,under_6h
DSR-02018,SEG-0008,protest_blockade,134.0,5.3,90,plain,alluvial,fair,4,national,0,36.12,low,0.3133,0.0277,0,0,none,True,10,18.7,6_24h
DSR-00079,SEG-0034,landslide,258.9,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,6203,83,debris,True,10,6.0,6_24h
DSR-00092,SEG-0048,landslide,303.6,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,12335,68,rock,True,10,13.2,6_24h
DSR-00048,SEG-0035,landslide,564.7,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,2619,24,rock,True,10,4.1,under_6h
DSR-01982,SEG-0055,protest_blockade,162.3,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,0,0,none,True,10,23.3,6_24h
DSR-02004,SEG-0014,maintenance,2.4,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,0,0,none,True,11,36.0,1_3days
DSR-00018,SEG-0064,landslide,210.6,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,865,24,debris,True,11,1.8,under_6h
DSR-02063,SEG-0046,bridge_damage,191.5,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,0,0,none,True,12,755.0,over_3days
DSR-01651,SEG-0009,road_subsidence,377.6,2.4,93,plain,alluvial,good,4,national,0,50.33,low,0.2614,0.0397,0,0,none,True,1,91.4,over_3days
DSR-02086,SEG-0003,maintenance,15.8,2.1,54,plain,alluvial,fair,4,national,1,45.56,low,0.2534,0.0,0,0,none,True,1,38.8,1_3days
DSR-00326,SEG-0014,landslide,183.7,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,5137,30,rock,True,1,14.8,6_24h
DSR-02149,SEG-0029,maintenance,31.3,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,0,0,none,True,2,33.6,1_3days
DSR-00348,SEG-0049,landslide,90.4,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,86,6,debris,True,2,1.0,under_6h
DSR-00203,SEG-0069,landslide,362.4,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,295,12,rock,True,2,2.2,under_6h
DSR-00257,SEG-0059,landslide,17.9,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,4284,73,debris,True,3,3.8,under_6h
DSR-00363,SEG-0053,landslide,8.5,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,4382,57,debris,True,3,13.2,6_24h
DSR-00346,SEG-0013,landslide,222.3,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,3607,63,rock,True,4,14.2,6_24h
DSR-00334,SEG-0040,landslide,266.4,11.0,60,hilly,lateritic,fair,2,national,0,29.41,moderate,0.3802,0.204,1686,19,rock,True,4,3.8,under_6h
DSR-00193,SEG-0025,landslide,0.1,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,504,17,rock,True,4,1.0,under_6h
DSR-00199,SEG-0066,landslide,471.3,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,2052,57,earth,True,4,3.1,under_6h
DSR-00355,SEG-0064,landslide,348.9,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,215,13,rock,True,4,1.0,under_6h
DSR-01653,SEG-0049,flood,396.7,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,0,0,none,True,4,118.6,over_3days
DSR-00186,SEG-0064,landslide,169.7,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,4473,27,debris,True,4,10.6,6_24h
