landslide_id,event_date,fiscal_period,state_code,district_id,district_name,segment_id,highway_code,latitude,longitude,landslide_type,trigger,material,lithology,land_use,volume_m3,runout_distance_m,slope_angle_deg,elevation_m,rainfall_72h_mm,fatalities,injuries,houses_damaged,road_blocked,blockage_duration_hours,severity,source
LS-00115,2015-09-17,2015-16,SK,D-SK-04,Gyalshing,SEG-0055,NH-510,27.35622,88.224,rockfall,toe_erosion,rock,gneiss,barren,1683,47,34.5,1780,35.8,0,0,1,True,8.5,moderate,GSI-NLSM
LS-00116,2015-09-05,2015-16,SK,D-SK-04,Gyalshing,SEG-0055,NH-510,27.30305,88.26332,debris_flow,rainfall,debris,gneiss,barren,4307,77,40.0,1780,517.0,0,0,2,False,0.0,moderate,GSI-NLSM
LS-00117,2015-07-18,2015-16,AR,D-AR-01,Papum Pare,SEG-0058,NH-13,27.44448,93.78403,debris_flow,rainfall,debris,sandstone_shale,barren,610,30,38.1,1002,165.6,0,0,1,True,1.2,minor,NDMA
LS-00118,2015-10-26,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.66193,91.89432,translational_slide,rainfall,rock,sandstone_shale,agriculture,7499,84,48.1,1496,484.5,0,0,4,False,0.0,moderate,GSI-NLSM
LS-00119,2016-05-17,2015-16,TR,D-TR-04,South Tripura,SEG-0038,NH-8,23.41263,91.4086,debris_flow,rainfall,debris,laterite,road_cut,4419,35,8,16,256.9,0,0,3,True,5.0,moderate,GSI-NLSM
LS-00120,2015-07-13,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.68377,91.88651,debris_flow,rainfall,debris,schist,settlement,154,21,35.8,1496,292.6,0,0,3,True,1.0,minor,GSI-NLSM
LS-00121,2015-07-17,2015-16,AS,D-AS-06,Cachar,SEG-0033,NH-306,24.6658,92.74412,rotational_slide,rainfall,earth,sandstone_shale,settlement,2405,28,22.0,337,418.1,9,27,0,False,0.0,catastrophic,GSI-NLSM
LS-00122,2016-09-13,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.48572,92.10421,debris_flow,rainfall,debris,gneiss,road_cut,4710,56,29.6,1438,563.4,0,0,3,False,0.0,moderate,GSI-NLSM
LS-00123,2016-10-13,2015-16,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,24.10205,92.69159,debris_flow,rainfall,debris,schist,settlement,6203,83,34.5,891,258.9,0,0,3,True,6.0,moderate,NDMA
LS-00124,2015-02-27,2015-16,SK,D-SK-04,Gyalshing,SEG-0055,NH-510,27.30326,88.25126,rotational_slide,rainfall,earth,gneiss,barren,3396,52,35.4,1780,533.2,0,0,4,True,6.8,moderate,GSI-NLSM
LS-00125,2015-04-22,2015-16,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,23.87343,92.70392,rockfall,rainfall,rock,sandstone_shale,jhum_cultivation,1715,57,33.5,891,220.3,0,0,3,True,2.6,minor,GSI-NLSM
LS-00126,2016-08-22,2015-16,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,24.0184,92.70426,rockfall,rainfall,rock,sandstone_shale,road_cut,123,17,29.7,891,145.9,0,0,5,False,0.0,minor,NDMA
LS-00127,2016-06-14,2015-16,MZ,D-MZ-01,Aizawl,SEG-0037,NH-302,23.68124,92.81779,translational_slide,rainfall,rock,phyllite,barren,1678,44,42.3,1405,501.9,0,0,4,False,0.0,minor,PWD-field
LS-00128,2016-07-27,2015-16,NL,D-NL-02,Dimapur,SEG-0021,NH-2,25.76355,93.96928,rockfall,rainfall,rock,sandstone_shale,barren,4394,66,43.7,794,125.2,0,0,6,False,0.0,moderate,GSI-NLSM
LS-00129,2016-10-02,2015-16,MZ,D-MZ-05,Serchhip,SEG-0036,NH-306,23.12065,92.79133,debris_flow,rainfall,debris,gneiss,road_cut,5101,93,52.6,1084,552.9,0,0,2,True,5.1,moderate,SDMA
LS-00130,2015-06-02,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.50768,92.07335,rockfall,anthropogenic_cut,rock,quartzite,forest,1328,46,40.1,1438,101.5,0,0,2,False,0.0,minor,NDMA
LS-00131,2015-10-23,2015-16,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.1252,92.42578,debris_flow,rainfall,debris,gneiss,jhum_cultivation,185,14,27.0,701,847.7,0,0,2,False,0.0,minor,SDMA
LS-00132,2015-11-11,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.54025,91.9834,mudslide,rainfall,earth,sandstone_shale,road_cut,3486,66,40.1,1438,243.3,0,0,3,False,0.0,moderate,GSI-NLSM
LS-00133,2015-07-26,2015-16,MZ,D-MZ-01,Aizawl,SEG-0035,NH-306,23.40069,92.81456,debris_flow,rainfall,debris,gneiss,road_cut,1711,58,37.8,1216,158.8,2,0,1,False,0.0,major,GSI-NLSM
LS-00134,2015-05-23,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.84527,91.88198,translational_slide,anthropogenic_cut,rock,schist,road_cut,25,8,52.7,1496,129.0,0,0,4,True,1.0,minor,GSI-NLSM
LS-00135,2015-04-12,2015-16,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.19264,88.41944,rotational_slide,seismic,earth,schist,forest,1458,52,43.0,1662,11.4,0,0,6,True,7.1,moderate,SDMA
LS-00136,2015-05-03,2015-16,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.84678,93.98662,rockfall,rainfall,rock,phyllite,road_cut,116,16,35.7,1224,276.1,0,0,3,False,0.0,minor,GSI-NLSM
LS-00137,2016-09-04,2015-16,SK,D-SK-04,Gyalshing,SEG-0055,NH-510,27.30354,88.25953,debris_flow,rainfall,debris,phyllite,agriculture,570,31,40.0,1780,237.0,0,0,2,False,0.0,minor,NDMA
LS-00138,2016-04-14,2015-16,AS,D-AS-06,Cachar,SEG-0033,NH-306,24.59218,92.74712,rockfall,rainfall,rock,sandstone_shale,road_cut,9645,54,22.0,337,445.8,0,0,5,False,0.0,moderate,GSI-NLSM
LS-00139,2016-08-17,2015-16,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.0735,95.2685,translational_slide,rainfall,rock,quartzite,road_cut,77797,242,22.9,386,214.1,0,4,21,True,608.4,major,SDMA
LS-00140,2015-09-08,2015-16,MN,D-MN-01,Imphal West,SEG-0028,NH-37,24.89686,93.74624,debris_flow,rainfall,debris,quartzite,settlement,1455,17,49.6,1023,514.8,0,0,5,False,0.0,minor,GSI-NLSM
LS-00141,2016-05-20,2015-16,AS,D-AS-07,Dima Hasao,SEG-0069,NH-27-DH,25.05092,92.92239,rotational_slide,rainfall,earth,sandstone_shale,settlement,655,36,35.7,352,170.9,0,0,3,True,1.9,minor,GSI-NLSM
LS-00142,2016-09-04,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.4697,92.16706,debris_flow,rainfall,debris,quartzite,agriculture,245,22,22.6,1438,266.6,0,0,4,True,1.0,minor,NDMA
LS-00143,2015-06-01,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.87981,91.87159,translational_slide,rainfall,rock,sandstone_shale,barren,8423,105,51.4,1496,912.4,0,0,4,True,26.6,moderate,SDMA
LS-00144,2015-03-28,2015-16,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.52544,88.56801,debris_flow,rainfall,debris,quartzite,forest,944,37,48.2,1250,415.4,0,0,2,False,0.0,minor,PWD-field
LS-00145,2016-05-02,2015-16,AR,D-AR-06,West Siang,SEG-0060,NH-13,28.0778,94.55429,debris_flow,rainfall,debris,schist,road_cut,12079,70,46.7,620,495.0,0,0,2,True,38.7,moderate,NDMA
LS-00146,2015-10-25,2015-16,MN,D-MN-04,Tamenglong,SEG-0030,NH-37,24.81868,93.03304,translational_slide,rainfall,rock,phyllite,forest,37262,114,49.8,642,232.8,0,0,7,True,88.8,major,GSI-NLSM
LS-00147,2016-05-15,2015-16,MZ,D-MZ-01,Aizawl,SEG-0037,NH-302,23.55962,93.10755,debris_flow,rainfall,debris,quartzite,forest,264,18,41.1,1405,500.1,0,0,4,False,0.0,minor,GSI-NLSM
LS-00148,2015-06-24,2015-16,SK,D-SK-04,Gyalshing,SEG-0055,NH-510,27.3416,88.22331,debris_flow,rainfall,debris,gneiss,barren,581,22,35.8,1780,285.0,0,0,3,False,0.0,minor,NDMA
LS-00149,2016-07-23,2015-16,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.141,88.34304,rockfall,rainfall,rock,sandstone_shale,agriculture,473,17,45.5,1662,581.2,0,0,3,False,0.0,minor,SDMA
LS-00150,2015-07-02,2015-16,AS,D-AS-07,Dima Hasao,SEG-0069,NH-27-DH,24.86008,92.81447,rotational_slide,rainfall,earth,sandstone_shale,settlement,2265,30,16.7,352,304.5,0,0,1,False,0.0,moderate,GSI-NLSM
LS-00151,2016-06-01,2015-16,AS,D-AS-08,Karbi Anglong,SEG-0068,NH-27-DH,25.3369,93.06271,rockfall,rainfall,rock,schist,barren,8753,58,41.0,433,470.4,0,0,5,True,145.3,major,GSI-NLSM
LS-00152,2016-10-14,2015-16,SK,D-SK-01,Gangtok,SEG-0048,NH-10,27.33595,88.59068,translational_slide,rainfall,rock,sandstone_shale,road_cut,12335,68,29.2,1650,303.6,0,0,5,True,13.2,moderate,GSI-NLSM
LS-00153,2016-04-26,2015-16,NL,D-NL-02,Dimapur,SEG-0021,NH-2,25.84306,93.83238,mudslide,rainfall,earth,quartzite,jhum_cultivation,571,20,34.1,794,192.3,0,0,5,True,1.0,minor,NDMA
LS-00154,2016-06-05,2015-16,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.90628,94.11771,debris_flow,toe_erosion,debris,gneiss,barren,4878,42,44.2,1224,118.6,0,0,6,False,0.0,moderate,NDMA
LS-00155,2015-09-06,2015-16,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.52623,91.96037,debris_flow,anthropogenic_cut,debris,quartzite,forest,150,16,38.2,2731,53.8,0,0,0,True,1.0,minor,PWD-field
LS-00156,2016-07-11,2015-16,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.21372,88.51315,translational_slide,anthropogenic_cut,rock,schist,road_cut,8971,98,42.5,1650,103.8,0,0,1,False,0.0,moderate,NDMA
LS-00157,2015-04-20,2015-16,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.13679,88.33568,rockfall,rainfall,rock,sandstone_shale,forest,2077,25,41.9,1662,362.9,0,0,0,False,0.0,moderate,GSI-NLSM
LS-00158,2015-08-23,2015-16,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.26875,94.44406,rotational_slide,anthropogenic_cut,earth,phyllite,agriculture,1579,40,40.0,1319,94.4,0,0,2,False,0.0,minor,SDMA
LS-00159,2016-09-17,2015-16,AR,D-AR-05,East Siang,SEG-0065,NH-315,28.08401,95.49999,rockfall,rainfall,rock,phyllite,settlement,421,12,22.9,1060,456.6,0,0,5,True,2.3,minor,GSI-NLSM
LS-00160,2015-08-10,2015-16,NL,D-NL-02,Dimapur,SEG-0021,NH-2,25.87373,93.79061,rockfall,rainfall,rock,quartzite,settlement,429,27,41.9,794,473.6,0,0,0,True,2.0,minor,SDMA
LS-00161,2015-06-23,2015-16,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.17854,88.52352,rockfall,rainfall,rock,gneiss,barren,2310,40,34.7,1650,254.0,0,0,6,False,0.0,moderate,GSI-NLSM
LS-00162,2016-08-09,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.80133,91.87991,translational_slide,rainfall,rock,quartzite,settlement,1997,48,38.0,1496,314.6,0,0,4,True,11.9,moderate,GSI-NLSM
LS-00163,2015-10-13,2015-16,WB,D-WB-01,Siliguri,SEG-0046,NH-10,27.03505,88.47988,debris_flow,rainfall,debris,phyllite,road_cut,2863,61,53.4,886,174.1,0,0,1,False,0.0,moderate,SDMA
LS-00164,2015-07-03,2015-16,MN,D-MN-01,Imphal West,SEG-0028,NH-37,24.87638,93.80629,rotational_slide,rainfall,earth,phyllite,forest,6620,56,45.9,1023,410.0,0,0,1,False,0.0,moderate,GSI-NLSM
LS-00165,2015-08-11,2015-16,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.35675,92.27305,rockfall,anthropogenic_cut,rock,quartzite,agriculture,1818,45,37.1,701,120.6,0,0,6,True,8.1,moderate,GSI-NLSM
LS-00166,2016-07-19,2015-16,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.27436,88.51258,translational_slide,rainfall,rock,sandstone_shale,agriculture,6961,67,33.9,1662,377.2,0,0,4,True,125.4,major,PWD-field
LS-00167,2016-04-12,2015-16,MN,D-MN-01,Imphal West,SEG-0028,NH-37,24.86603,93.81544,rockfall,rainfall,rock,quartzite,settlement,3144,34,41.3,1023,350.9,0,0,4,True,8.5,moderate,GSI-NLSM
LS-00168,2015-08-26,2015-16,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.20228,94.37488,debris_flow,toe_erosion,debris,quartzite,forest,6723,86,37.9,1319,137.5,0,0,2,False,0.0,moderate,GSI-NLSM
LS-00169,2016-04-20,2015-16,ML,D-ML-03,West Garo Hills,SEG-0019,NH-27-SPUR,25.50204,90.53806,translational_slide,rainfall,rock,siltstone,barren,21042,151,12.9,337,554.2,0,0,3,True,38.1,moderate,PWD-field
LS-00170,2016-08-21,2015-16,SK,D-SK-04,Gyalshing,SEG-0055,NH-510,27.33446,88.2484,translational_slide,rainfall,rock,gneiss,forest,670,15,34.2,1780,359.5,0,0,2,True,4.1,minor,NDMA
LS-00171,2015-07-05,2015-16,MN,D-MN-05,Senapati,SEG-0023,NH-2,25.38632,94.06333,debris_flow,rainfall,debris,sandstone_shale,barren,26370,155,23.7,1061,422.5,0,3,16,True,73.1,major,GSI-NLSM
LS-00172,2016-01-27,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.50865,92.06099,debris_flow,rainfall,debris,phyllite,road_cut,2224,35,38.2,1438,229.4,0,0,2,False,0.0,moderate,GSI-NLSM
LS-00173,2016-07-16,2015-16,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.14766,94.91823,translational_slide,rainfall,rock,quartzite,forest,1719,22,29.9,386,365.5,0,0,2,True,5.2,minor,PWD-field
LS-00174,2015-08-06,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.7385,91.89002,debris_flow,rainfall,debris,schist,jhum_cultivation,3340,65,35.1,1496,904.3,0,0,2,True,6.2,moderate,GSI-NLSM
LS-00175,2015-05-23,2015-16,AR,D-AR-06,West Siang,SEG-0060,NH-13,28.0032,94.27652,debris_flow,anthropogenic_cut,debris,phyllite,road_cut,1144,15,42.7,620,36.3,0,0,1,True,4.2,minor,PWD-field
LS-00176,2015-08-25,2015-16,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.26227,94.43918,debris_flow,rainfall,debris,schist,settlement,16437,67,35.6,1319,446.2,0,0,1,False,0.0,moderate,NDMA
LS-00177,2016-03-03,2015-16,NL,D-NL-03,Mokokchung,SEG-0027,NH-29,26.28624,94.73871,debris_flow,rainfall,debris,phyllite,road_cut,3881,57,32.1,1348,348.7,0,0,2,False,0.0,moderate,SDMA
LS-00178,2016-06-09,2015-16,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.51126,88.54743,rockfall,rainfall,rock,sandstone_shale,agriculture,607,21,40.2,1250,242.5,0,0,4,False,0.0,minor,SDMA
LS-00179,2015-09-01,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.79838,91.88988,rockfall,rainfall,rock,phyllite,barren,1598,38,38.1,1496,605.0,0,0,3,False,0.0,minor,SDMA
LS-00180,2016-06-05,2015-16,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,23.78447,92.71852,rockfall,rainfall,rock,sandstone_shale,forest,2716,39,33.4,891,173.4,0,0,6,True,8.9,moderate,GSI-NLSM
LS-00181,2015-05-03,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.81961,91.87358,debris_flow,rainfall,debris,quartzite,agriculture,3374,69,38.3,1496,745.3,0,0,0,True,3.0,moderate,GSI-NLSM
LS-00182,2016-06-13,2015-16,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.92543,92.54995,debris_flow,seismic,debris,phyllite,agriculture,3267,41,34.4,701,1.2,0,0,6,False,0.0,moderate,GSI-NLSM
LS-00183,2015-05-12,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.5244,92.03734,rotational_slide,rainfall,earth,quartzite,forest,136590,176,39.1,1438,294.3,0,1,25,True,125.9,major,NDMA
LS-00184,2015-05-10,2015-16,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.12733,94.99416,debris_flow,rainfall,debris,sandstone_shale,jhum_cultivation,324,20,29.0,386,181.8,0,0,3,True,1.0,minor,NDMA
LS-00185,2015-06-09,2015-16,MZ,D-MZ-01,Aizawl,SEG-0037,NH-302,23.51312,93.21754,rockfall,rainfall,rock,schist,road_cut,3675,44,38.1,1405,455.7,0,0,1,False,0.0,moderate,GSI-NLSM
LS-00186,2015-08-08,2015-16,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.56655,88.59009,debris_flow,rainfall,debris,phyllite,forest,24330,162,47.0,1250,537.2,0,0,3,False,0.0,moderate,GSI-NLSM
LS-00187,2015-07-28,2015-16,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,24.15266,92.68263,debris_flow,rainfall,debris,schist,jhum_cultivation,54,5,41.9,891,498.6,0,0,3,False,0.0,minor,NDMA
LS-00188,2015-06-19,2015-16,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.11491,95.06956,debris_flow,rainfall,debris,schist,road_cut,40052,210,30.6,386,205.4,5,13,30,True,143.8,catastrophic,GSI-NLSM
LS-00189,2015-08-25,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.83535,91.87913,rockfall,rainfall,rock,gneiss,jhum_cultivation,839,29,51.8,1496,585.6,0,0,0,True,1.8,minor,PWD-field
LS-00190,2016-06-04,2015-16,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.26752,88.51395,debris_flow,rainfall,debris,quartzite,agriculture,1033,46,36.0,1662,220.7,0,0,6,True,9.1,moderate,GSI-NLSM
LS-00191,2015-06-17,2015-16,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.2893,94.4873,rotational_slide,rainfall,earth,schist,barren,4694,62,29.3,1319,600.7,0,0,1,False,0.0,moderate,SDMA
LS-00192,2016-08-20,2015-16,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.31459,92.29035,debris_flow,rainfall,debris,schist,settlement,181,10,29.9,701,752.4,0,0,6,False,0.0,minor,GSI-NLSM
LS-00193,2015-08-11,2015-16,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.94963,92.54532,rockfall,rainfall,rock,gneiss,road_cut,16801,142,31.3,701,420.9,0,0,4,True,52.4,moderate,PWD-field
LS-00194,2016-05-08,2015-16,AR,D-AR-05,East Siang,SEG-0065,NH-315,28.08112,95.43965,rockfall,rainfall,rock,phyllite,agriculture,461,25,23.6,1060,557.3,0,0,4,True,3.9,minor,SDMA
LS-00195,2016-04-10,2015-16,WB,D-WB-01,Siliguri,SEG-0046,NH-10,26.80915,88.42966,debris_flow,anthropogenic_cut,debris,phyllite,forest,1064,21,54.6,886,65.0,0,0,1,False,0.0,minor,GSI-NLSM
LS-00196,2015-08-18,2015-16,SK,D-SK-03,Namchi,SEG-0054,NH-510,27.21946,88.30493,debris_flow,anthropogenic_cut,debris,sandstone_shale,jhum_cultivation,574,20,45.5,1727,123.3,1,3,0,False,0.0,major,PWD-field
LS-00197,2015-05-10,2015-16,MZ,D-MZ-05,Serchhip,SEG-0036,NH-306,23.24874,92.83225,translational_slide,rainfall,rock,gneiss,barren,1464,20,39.1,1084,302.3,0,0,1,True,2.8,minor,GSI-NLSM
LS-00198,2016-08-07,2015-16,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.22443,92.34877,debris_flow,rainfall,debris,quartzite,settlement,1739,32,39.6,701,475.1,0,0,1,False,0.0,minor,GSI-NLSM
LS-00199,2016-07-05,2015-16,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.9699,92.52275,debris_flow,rainfall,debris,gneiss,forest,9165,105,27.7,701,796.3,0,0,5,True,14.0,moderate,SDMA
LS-00200,2016-07-06,2015-16,AR,D-AR-06,West Siang,SEG-0060,NH-13,28.02148,94.32236,rockfall,rainfall,rock,gneiss,jhum_cultivation,1122,30,43.6,620,361.3,0,0,0,False,0.0,minor,SDMA
LS-00201,2016-06-03,2015-16,AR,D-AR-05,East Siang,SEG-0065,NH-315,28.10002,95.55951,debris_flow,rainfall,debris,quartzite,jhum_cultivation,7365,57,25.9,1060,131.8,0,0,0,True,54.2,moderate,GSI-NLSM
LS-00202,2016-06-10,2015-16,AS,D-AS-09,Sonitpur,SEG-0062,NH-13-W,26.90772,92.68492,debris_flow,rainfall,debris,sandstone_shale,agriculture,2282,51,38.1,1247,323.1,0,0,3,True,6.3,moderate,PWD-field
LS-00203,2015-07-23,2015-16,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.21864,88.45568,mudslide,rainfall,earth,sandstone_shale,agriculture,9319,89,52.5,1662,410.6,0,0,6,False,0.0,moderate,SDMA
LS-00204,2015-06-21,2015-16,MN,D-MN-05,Senapati,SEG-0024,NH-2,25.2058,94.01083,debris_flow,rainfall,debris,gneiss,settlement,46249,171,37.4,923,246.7,0,3,22,True,128.4,major,GSI-NLSM
LS-00205,2016-08-27,2015-16,TR,D-TR-02,North Tripura,SEG-0042,NH-8,24.3269,92.07284,translational_slide,toe_erosion,rock,siltstone,barren,4051,78,8.0,45,16.4,0,0,2,True,7.1,moderate,NDMA
LS-00206,2015-09-28,2015-16,MN,D-MN-05,Senapati,SEG-0024,NH-2,25.18458,94.01406,rockfall,anthropogenic_cut,rock,sandstone_shale,barren,9834,68,24.7,923,95.9,0,0,1,False,0.0,moderate,NDMA
LS-00207,2016-09-12,2015-16,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,23.98232,92.6892,translational_slide,rainfall,rock,gneiss,forest,9580,51,37.5,891,510.2,0,0,1,True,13.9,moderate,GSI-NLSM
LS-00208,2015-08-24,2015-16,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.49506,92.01138,debris_flow,anthropogenic_cut,debris,schist,barren,3568,51,25.7,2731,75.1,0,0,2,False,0.0,moderate,NDMA
LS-00209,2015-08-04,2015-16,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,23.83301,92.70175,rockfall,rainfall,rock,gneiss,jhum_cultivation,4111,38,24.8,891,434.2,0,0,1,True,25.8,moderate,NDMA
LS-00210,2015-10-14,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.55981,91.94443,debris_flow,rainfall,debris,phyllite,barren,1214,44,25.6,1438,693.6,0,0,1,True,2.0,minor,NDMA
LS-00211,2015-07-01,2015-16,AS,D-AS-09,Sonitpur,SEG-0062,NH-13-W,26.71976,92.76903,rockfall,rainfall,rock,phyllite,road_cut,63,12,34.3,1247,543.0,0,0,1,True,1.0,minor,SDMA
LS-00212,2016-07-12,2015-16,AS,D-AS-01,Kamrup Metropolitan,SEG-0012,NH-6,25.92208,91.86214,rockfall,rainfall,rock,quartzite,settlement,1551,32,26.9,775,339.5,2,4,0,True,7.7,major,NDMA
LS-00213,2015-08-14,2015-16,AR,D-AR-04,Lower Subansiri,SEG-0059,NH-13,27.90805,94.14591,translational_slide,toe_erosion,rock,sandstone_shale,settlement,34660,68,49.6,1092,65.5,0,0,24,True,226.7,major,SDMA
LS-00214,2016-03-18,2015-16,MN,D-MN-04,Tamenglong,SEG-0030,NH-37,24.8125,92.92977,rockfall,rainfall,rock,sandstone_shale,road_cut,1132,17,32.5,642,367.6,0,0,4,False,0.0,minor,NDMA
LS-00215,2016-05-23,2015-16,AR,D-AR-03,West Kameng,SEG-0063,NH-13-W,27.05506,92.59669,mudslide,rainfall,earth,phyllite,road_cut,4052,38,39.2,2415,249.6,0,0,1,True,2.2,moderate,SDMA
LS-00216,2015-06-12,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.82641,91.89176,rockfall,rainfall,rock,phyllite,settlement,26,9,43.4,1496,191.7,2,0,5,False,0.0,major,SDMA
LS-00217,2015-10-05,2015-16,MN,D-MN-05,Senapati,SEG-0024,NH-2,24.88903,93.94197,rockfall,rainfall,rock,sandstone_shale,barren,2641,39,26.3,923,598.6,0,0,6,True,6.6,moderate,PWD-field
LS-00218,2015-07-16,2015-16,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.22992,94.41658,debris_flow,rainfall,debris,gneiss,settlement,338,16,29.6,1319,516.7,0,0,3,True,1.0,minor,NDMA
LS-00219,2015-08-04,2015-16,AR,D-AR-03,West Kameng,SEG-0063,NH-13-W,27.08795,92.58504,earth_flow,rainfall,earth,quartzite,agriculture,21635,97,28.7,2415,576.0,0,0,2,False,0.0,moderate,GSI-NLSM
LS-00220,2015-09-16,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.51188,92.03834,rockfall,rainfall,rock,phyllite,road_cut,10250,87,38.9,1438,372.7,0,0,0,True,27.1,moderate,SDMA
LS-00221,2015-08-01,2015-16,AR,D-AR-01,Papum Pare,SEG-0058,NH-13,27.1507,93.64043,rockfall,rainfall,rock,phyllite,settlement,38393,218,39.2,1002,538.5,1,4,13,True,227.9,major,SDMA
LS-00222,2016-08-04,2015-16,AS,D-AS-02,Nagaon,SEG-0070,NH-36,25.99276,93.21073,translational_slide,rainfall,rock,phyllite,settlement,3809,54,19.9,123,558.0,0,0,0,True,11.4,moderate,NDMA
LS-00223,2016-04-01,2015-16,MZ,D-MZ-01,Aizawl,SEG-0037,NH-302,23.62823,92.92948,earth_flow,rainfall,earth,gneiss,road_cut,120,18,40.2,1405,451.1,0,0,4,True,1.0,minor,PWD-field
LS-00224,2016-08-04,2015-16,MN,D-MN-04,Tamenglong,SEG-0030,NH-37,24.80315,93.02505,translational_slide,rainfall,rock,sandstone_shale,forest,3262,73,36.6,642,347.0,0,0,3,True,13.3,moderate,GSI-NLSM
LS-00225,2016-06-21,2015-16,AS,D-AS-02,Nagaon,SEG-0070,NH-36,26.28785,92.78644,rockfall,rainfall,rock,siltstone,agriculture,1483,53,22.2,123,420.2,0,0,0,True,18.0,moderate,PWD-field
LS-00226,2016-08-03,2015-16,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.99736,92.50669,rotational_slide,rainfall,earth,sandstone_shale,barren,1962,41,39.3,701,915.1,0,0,1,False,0.0,minor,SDMA
LS-00227,2016-03-22,2015-16,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.21511,88.44813,debris_flow,rainfall,debris,gneiss,jhum_cultivation,505,27,50.2,1662,485.5,0,0,5,True,1.0,minor,NDMA
LS-00228,2015-09-12,2015-16,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.77745,91.89187,debris_flow,rainfall,debris,quartzite,agriculture,1661,34,38.3,1496,712.8,0,0,2,False,0.0,minor,GSI-NLSM
LS-00229,2016-10-07,2015-16,AS,D-AS-07,Dima Hasao,SEG-0069,NH-27-DH,25.08664,92.9661,debris_flow,rainfall,debris,quartzite,settlement,1066,36,30.5,352,450.8,0,0,4,False,0.0,minor,SDMA
LS-00230,2016-07-15,2015-16,TR,D-TR-03,Dhalai,SEG-0041,NH-8,24.17013,91.94837,rotational_slide,rainfall,earth,sandstone_shale,agriculture,1484,35,14.9,52,535.8,0,0,2,False,0.0,minor,PWD-field
